"User ID","User's Fullname","User First Name","User Last Name","User's Country","User's City","User Status","Assignment ID","Assignment Name","Organisation ID","Organisation Name","Position ID","Position Name","Manager ID","Manager Name","Appraiser ID","Appraiser Name"
1031,"Lạc Lê",Lạc,Lê,Australia,Sydney,Active,1743,"Senior Clinical Compliance Auditor",987,"HR Department",2119,"Senior Clinical Compliance Auditor",3016,"Leo Dyer",3016,"Leo Dyer"
1032,"Tamar Rosado",Tamar,Rosado,"United States","Los Angeles",Active,3833,"Property Data Analyst",1004,"Facilities Department",2729,"Property Data Analyst",3064,"Thuyết Trương",3064,"Thuyết Trương"
1033,"Kaitlyn Nicoll",Kaitlyn,Nicoll,Australia,Sydney,Active,1656,"Compliance Administrator",987,"HR Department",2586,"Compliance Administrator",3047,"Sharon Mayes",3047,"Sharon Mayes"
1034,"Krzysztof Kirkels",Krzysztof,Kirkels,"United States",Chicago,Active,1737,"Actuary Lead - Corporate",996,"HR Department",3303,"Actuary Lead - Corporate",4027,"Rodger Steeves",4027,"Rodger Steeves"
1035,"Gang Yao",Gang,Yao,"United States",Chicago,Active,1744,"Senior PHI Payments Officer",996,"HR Department",3192,"Senior PHI Payments Officer",4021,"Tea Calderón",4021,"Tea Calderón"
1036,"Xuyên Tôn",Xuyên,Tôn,"United States",Chicago,Active,3368,"Voice of Customer Platform Lea",996,"HR Department",1505,"Voice of Customer Platform Lea",4031,"Davide Verduin",4031,"Davide Verduin"
1037,"Qi Lin",Qi,Lin,"United States","Los Angeles",Active,3834,"Dialler Analyst",1004,"Facilities Department",566,"Dialler Analyst",3196,"Olivia Pryke",3196,"Olivia Pryke"
1038,"Cẩm Liệu",Cẩm,Liệu,Australia,Melbourne,Active,1741,PA,987,"HR Department",2772,PA,3069,"Zane Oldham",3069,"Zane Oldham"
1039,"Kang Tao",Kang,Tao,Australia,Sydney,Active,1019,"Head of Delivery and Performance",987,"HR Department",2242,"Head of Delivery and Performance",3008,"Taylah Clark-Duff",3008,"Taylah Clark-Duff"
1040,"Antwan Bruinink",Antwan,Bruinink,Australia,Sydney,Active,1763,"Digital Copywriter",987,"HR Department",1403,"Digital Copywriter",4017,"Hollie Potter",4017,"Hollie Potter"
1041,"Thomas Prenzel",Thomas,Prenzel,Australia,Sydney,Active,1738,"Health Safety & Wellbeing Coordinator",987,"HR Department",407,"Health Safety & Wellbeing Coordinator",3154,"Thơ Kim",3154,"Thơ Kim"
1042,"Bồng Nghiêm",Bồng,Nghiêm,France,Paris,Active,3363,"Procurement Governance and Sustainability Manager",1009,"Sales Department",2734,"Procurement Governance and Sustainability Manager",3066,"Oege Luijks",3066,"Oege Luijks"
1043,"Sun Hsieh",Sun,Hsieh,Australia,Sydney,Active,1739,"Ancillary Claims Auditor",987,"HR Department",2130,"Ancillary Claims Auditor",3017,"Chi Cheng",3017,"Chi Cheng"
1044,"Munira Esparza",Munira,Esparza,"United States","Los Angeles",Active,3369,"Commercial Planning and Delivery Manager",996,"HR Department",568,"Commercial Planning and Delivery Manager",3197,"Siêng Chung",3197,"Siêng Chung"
1045,"Molly Keatinge",Molly,Keatinge,France,Paris,Active,1740,"Leadership Development Consultant",1006,"Finance Department",374,"Leadership Development Consultant",3151,"Dositeo Longoria",3151,"Dositeo Longoria"
1046,"Libna Gallardo",Libna,Gallardo,Australia,Sydney,Active,2602,"Change Manager",991,"Sales Department",2822,"Change Manager",3079,"Erlinda Gervais",3079,"Erlinda Gervais"
1047,"Nour Kooy",Nour,Kooy,Australia,Melbourne,Active,3364,"Document Control Manager",990,"Marketing Department",2677,"Document Control Manager",3054,"Wang T'an",3054,"Wang T'an"
1048,"Lukas Pabón",Lukas,Pabón,France,Paris,Active,3365,"Senior Analytics & Reporting Analyst",1009,"Sales Department",3279,"Senior Analytics & Reporting Analyst",4026,"Elleke Meuwissen",4026,"Elleke Meuwissen"
1049,"John Gould",John,Gould,Australia,Melbourne,Active,1139,"Operations Support Manager",987,"HR Department",2482,"Operations Support Manager",3990,"Cẩn Đỗ",3990,"Cẩn Đỗ"
1050,"Camille Palacios",Camille,Palacios,France,Paris,Active,1443,PA,1005,"HR Department",2772,PA,3069,"Zane Oldham",3069,"Zane Oldham"
1051,"Yu Jie Ts'ao","Yu Jie",Ts'ao,"United States","Los Angeles",Active,1140,"Senior Administrator",996,"HR Department",2124,"Senior Administrator",3017,"Chi Cheng",3017,"Chi Cheng"
1052,"Arie Nowee",Arie,Nowee,"United States","Los Angeles",Active,3376,"Investigations Analyst",996,"HR Department",2181,"Investigations Analyst",3022,"Lucas Bateson",3022,"Lucas Bateson"
1053,"Wu P'an",Wu,P'an,Australia,Melbourne,Active,3372,"Senior Occupational Therapist",990,"Marketing Department",1933,"Senior Occupational Therapist",2996,"Anthony Roberts",2996,"Anthony Roberts"
1054,"Nevin Bus",Nevin,Bus,Australia,Melbourne,Active,2603,"Channel Performance Manager",991,"Sales Department",569,"Channel Performance Manager",3191,"Zhen Han",3191,"Zhen Han"
1055,"Alannah Bednall",Alannah,Bednall,Australia,Melbourne,Active,3452,"SAP Delivery Lead",990,"Marketing Department",3116,"SAP Delivery Lead",3112,"Bethany Cockram",3112,"Bethany Cockram"
1056,"Bertha Hazewinkel",Bertha,Hazewinkel,Australia,Melbourne,Active,1657,"Health Audit Quality Assurance Manager",987,"HR Department",2113,"Health Audit Quality Assurance Manager",3014,"Giang Nguyễn",3014,"Giang Nguyễn"
1057,"Ashley Roby",Ashley,Roby,"United States","Los Angeles",Active,1759,"Senior Regulatory Adviser",996,"HR Department",2647,"Senior Regulatory Adviser",3052,"Graham Zavala",3052,"Graham Zavala"
1058,"Isabel Ainsworth",Isabel,Ainsworth,France,Paris,Active,3373,"DevOps Analyst",1009,"Sales Department",3058,"DevOps Analyst",3103,"Alexis Bagley",3103,"Alexis Bagley"
1059,"Willka Guerra",Willka,Guerra,Australia,Melbourne,Active,2614,"Provider Reference Data Analys",991,"Sales Department",2149,"Provider Reference Data Analys",3020,"Yi Min Ch'eng",3020,"Yi Min Ch'eng"
1060,"Qi Wu",Qi,Wu,Australia,Sydney,Active,1447,"Talent Programs Specialist",987,"HR Department",421,"Talent Programs Specialist",3156,"Edmund Arteaga",3156,"Edmund Arteaga"
1061,"Jake Diaz",Jake,Diaz,"United States","Los Angeles",Active,1611,"Health Office - Frontline Support",996,"HR Department",1791,"Health Office - Frontline Support",3006,"John Medeiros",3006,"John Medeiros"
1062,"Anelisa Amaya",Anelisa,Amaya,"United States","Los Angeles",Active,3377,"System Administrator",996,"HR Department",2854,"System Administrator",3081,"Robert Ellis",3081,"Robert Ellis"
1063,"Georgius Duijkers",Georgius,Duijkers,Australia,Melbourne,Active,1753,"Manager - Work Force Optimisation",987,"HR Department",570,"Manager - Work Force Optimisation",3191,"Zhen Han",3191,"Zhen Han"
1064,"Emily Carr",Emily,Carr,"United States",Chicago,Active,1754,"LMS Specialist",996,"HR Department",352,"LMS Specialist",3148,"Skye Harding",3148,"Skye Harding"
1065,"Yuan Hê",Yuan,Hê,Australia,Sydney,Active,1751,"Actuary Lead - Corporate",987,"HR Department",3303,"Actuary Lead - Corporate",4027,"Rodger Steeves",4027,"Rodger Steeves"
1066,"Eufemio Urías",Eufemio,Urías,Australia,Melbourne,Active,3836,"Reporting and Insights Manager",989,"Project Management Office",3284,"Reporting and Insights Manager",3133,"Giỏi Ngô",3133,"Giỏi Ngô"
1067,"Alfonso Franklin",Alfonso,Franklin,France,Paris,Active,1770,"Talent and Capability Lead",1006,"Finance Department",373,"Talent and Capability Lead",3151,"Dositeo Longoria",3151,"Dositeo Longoria"
1068,"Emil Zandvoort",Emil,Zandvoort,Australia,Sydney,Active,1448,"Health Safety & Wellbeing Business Partner",987,"HR Department",401,"Health Safety & Wellbeing Business Partner",3154,"Thơ Kim",3154,"Thơ Kim"
1069,"Tran Woodward",Tran,Woodward,Australia,Melbourne,Active,1762,"Compensation Lead",987,"HR Department",2156,"Compensation Lead",3979,"Noraly Davidson",3979,"Noraly Davidson"
1070,"Luke Foster",Luke,Foster,Australia,Melbourne,Active,2615,"Platinum Consultant",991,"Sales Department",573,"Platinum Consultant",3199,"Toby Kieran",3199,"Toby Kieran"
1071,"Tri Trương",Tri,Trương,Australia,Melbourne,Active,1757,"Senior Financial Accountant",987,"HR Department",3206,"Senior Financial Accountant",3124,"Shuang Ni",3124,"Shuang Ni"
1072,"Jing Yü",Jing,Yü,Australia,Melbourne,Active,1756,"Health Safety & Wellbeing Systems and Compliance Lead",987,"HR Department",406,"Health Safety & Wellbeing Systems and Compliance Lead",3154,"Thơ Kim",3154,"Thơ Kim"
1073,"Nicholas Bouterse",Nicholas,Bouterse,"United States","Los Angeles",Active,3375,"GTM Manager",996,"HR Department",1293,"GTM Manager",3053,"Charlie Williams",3053,"Charlie Williams"
1074,"Christian Synnot",Christian,Synnot,Australia,Sydney,Active,1143,"Head of Retention Marketing & Marketing Automation",987,"HR Department",1418,"Head of Retention Marketing & Marketing Automation",3973,"Caroline Nash",3973,"Caroline Nash"
1075,"Dan Ch'iu",Dan,Ch'iu,"United States","Los Angeles",Active,3959,"CX Designer",999,"Marketing Department",1491,"CX Designer",2995,"Penelope Oliver",2995,"Penelope Oliver"
1076,"Sheetal Tielemans",Sheetal,Tielemans,Australia,Sydney,Active,2607,"Graphic Designer",991,"Sales Department",1405,"Graphic Designer",4017,"Hollie Potter",4017,"Hollie Potter"
1077,"Beda Sarabia",Beda,Sarabia,"United States","Los Angeles",Active,1758,"Marketing Coordinator",996,"HR Department",1158,"Marketing Coordinator",4057,"Christopher Sorensen",4057,"Christopher Sorensen"
1078,"Ella Miles",Ella,Miles,Australia,Sydney,Active,3380,"Reference Data Analyst",990,"Marketing Department",2205,"Reference Data Analyst",3025,"Chân Mai",3025,"Chân Mai"
1079,"Ebe Paredes",Ebe,Paredes,"United States","Los Angeles",Active,2608,"Customer Service Consultant",996,"HR Department",574,"Customer Service Consultant",3199,"Toby Kieran",3199,"Toby Kieran"
1080,"Đoan Hoàng",Đoan,Hoàng,"United States",Chicago,Active,1774,"CSR Admin Support",996,"HR Department",391,"CSR Admin Support",3153,"Ralph Vanmatre",3153,"Ralph Vanmatre"
1081,"Kiara Broinowski",Kiara,Broinowski,"United States",Chicago,Active,3837,"S2P Specialist",1004,"Facilities Department",2743,"S2P Specialist",3067,"Betty Sills",3067,"Betty Sills"
1082,"Túc Vũ",Túc,Vũ,"United States",Chicago,Active,3378,"Service Delivery Lead - Clinical",996,"HR Department",1842,"Service Delivery Lead - Clinical",3218,"Nathan Peden",3218,"Nathan Peden"
1083,"Lili Lai",Lili,Lai,Australia,Melbourne,Active,1761,"Health Applications Lead",987,"HR Department",3147,"Health Applications Lead",3109,"Ethan Thomson",3109,"Ethan Thomson"
1084,"Chenoa Solleveld",Chenoa,Solleveld,Australia,Sydney,Active,2609,"Vendor Mgr-IT Service Delivery",991,"Sales Department",2785,"Vendor Mgr-IT Service Delivery",3076,"Lạch Đinh",3076,"Lạch Đinh"
1085,"Judit Duarte",Judit,Duarte,France,Paris,Active,3653,"Customer Service Team Leader",1009,"Sales Department",576,"Customer Service Team Leader",3200,"Ken Abbas",3200,"Ken Abbas"
1086,"Lài Phạm",Lài,Phạm,Australia,Sydney,Active,2610,"DevOps Engineer",991,"Sales Department",3057,"DevOps Engineer",3103,"Alexis Bagley",3103,"Alexis Bagley"
1087,"Apolonio Palacios",Apolonio,Palacios,Australia,Sydney,Active,3379,"Planning & Performance Analyst",990,"Marketing Department",3273,"Planning & Performance Analyst",3132,"Louise Newton",3132,"Louise Newton"
1088,"Alfie Crawford",Alfie,Crawford,France,Paris,Active,1764,"Vendor Mgr - Database Services",1006,"Finance Department",2841,"Vendor Mgr - Database Services",4006,"Celest Paez",4006,"Celest Paez"
1089,"Jamie Bolton",Jamie,Bolton,Australia,Sydney,Active,3841,"Voice of Customer Platform Lea",989,"Project Management Office",1505,"Voice of Customer Platform Lea",4031,"Davide Verduin",4031,"Davide Verduin"
1090,"Faith Reynolds",Faith,Reynolds,France,Paris,Active,3654,"CX Project Coordinator",1009,"Sales Department",1488,"CX Project Coordinator",3135,"Bội Đặng",3135,"Bội Đặng"
1091,"Sun Ting",Sun,Ting,Australia,Sydney,Active,2611,"Benefits Intelligence Analyst",991,"Sales Department",2176,"Benefits Intelligence Analyst",3981,"Almina Poldervaart",3981,"Almina Poldervaart"
1092,"Teodolinda Osorio",Teodolinda,Osorio,Australia,Melbourne,Active,1029,"Senior Risk & Insurance Advisor",987,"HR Department",3346,"Senior Risk & Insurance Advisor",4032,"Leon Doherty",4032,"Leon Doherty"
1093,"Harry Troutman",Harry,Troutman,France,Paris,Active,3382,Developer,1009,"Sales Department",2204,Developer,3025,"Chân Mai",3025,"Chân Mai"
1094,"Juan Sanders",Juan,Sanders,Australia,Melbourne,Active,3458,"Process Improvement Analyst",990,"Marketing Department",3079,"Process Improvement Analyst",3106,"Connor Ashton",3106,"Connor Ashton"
1095,"Celestino Rentería",Celestino,Rentería,Australia,Melbourne,Active,3838,"O/S Customer Ops Consult.",989,"Project Management Office",3368,"O/S Customer Ops Consult.",4050,"Vy Nghiêm",4050,"Vy Nghiêm"
1096,"Ebony Gottschalk",Ebony,Gottschalk,France,Paris,Active,2199,"Employee Wellbeing Lead",1006,"Finance Department",394,"Employee Wellbeing Lead",3153,"Ralph Vanmatre",3153,"Ralph Vanmatre"
1097,"Nieske Bor",Nieske,Bor,"United States","Los Angeles",Active,1765,"Workplace Relations Advisor",996,"HR Department",409,"Workplace Relations Advisor",4035,"Nickolas Mangelaars",4035,"Nickolas Mangelaars"
1098,"Arman Russchen",Arman,Russchen,"United States","Los Angeles",Active,1449,"Stakeholder Engagement Strategy Manager",996,"HR Department",2053,"Stakeholder Engagement Strategy Manager",3220,"Max McGlinn",3220,"Max McGlinn"
1099,"Louise Bell",Louise,Bell,Australia,Melbourne,Active,3842,"Portfolio Operations Lead",989,"Project Management Office",3099,"Portfolio Operations Lead",3108,"Argenis Ponce",3108,"Argenis Ponce"
1100,"Ordoño Gracia",Ordoño,Gracia,Australia,Melbourne,Active,1668,"Senior Legal Counsel, Strategy",987,"HR Department",2671,"Senior Legal Counsel, Strategy",3998,"Anna Murtha",3998,"Anna Murtha"
1101,"Jie Tseng",Jie,Tseng,Australia,Melbourne,Active,1767,"Change Manager Capability & Reporting",987,"HR Department",2779,"Change Manager Capability & Reporting",3074,"Shen Mao",3074,"Shen Mao"
1102,"Francine Carrasquill",Francine,Carrasquill,"United States","Los Angeles",Active,1612,"Senior UX Designer",996,"HR Department",510,"Senior UX Designer",3190,"Meng Shen",3190,"Meng Shen"
1103,"Olaf Klaasse",Olaf,Klaasse,France,Paris,Active,3387,"Senior Android Developer",1009,"Sales Department",2973,"Senior Android Developer",3097,"Alexandra O'Neill",3097,"Alexandra O'Neill"
1104,"Tuyến Trịnh",Tuyến,Trịnh,Australia,Melbourne,Active,3656,"Customer Care Consultant",989,"Project Management Office",1802,"Customer Care Consultant",4060,"Giulianna Altamirano",4060,"Giulianna Altamirano"
1105,"Jack Springer",Jack,Springer,"United States","Los Angeles",Active,3839,"SEO Specialist",1004,"Facilities Department",1278,"SEO Specialist",3991,"Scott Garner",3991,"Scott Garner"
1106,"Michael Yates",Michael,Yates,Australia,Sydney,Active,3384,"O/S Customer Service Consult.",990,"Marketing Department",3369,"O/S Customer Service Consult.",4050,"Vy Nghiêm",4050,"Vy Nghiêm"
1107,"Tiền Lý",Tiền,Lý,Australia,Sydney,Active,3389,"Reference Data Analyst",990,"Marketing Department",2205,"Reference Data Analyst",3025,"Chân Mai",3025,"Chân Mai"
1108,"Matilda Copley",Matilda,Copley,"United States","Los Angeles",Active,1144,"Head of Media",996,"HR Department",3355,"Head of Media",3142,"Rory Ferrier",3142,"Rory Ferrier"
1109,"Kang Kao",Kang,Kao,"United States","Los Angeles",Active,2612,"Snr Scrum Master- Dev/Ops",996,"HR Department",2935,"Snr Scrum Master- Dev/Ops",4011,"Iracema Meléndez",4011,"Iracema Meléndez"
1110,"Thơ Hàn",Thơ,Hàn,"United States",Chicago,Active,1781,Paralegal,996,"HR Department",2606,Paralegal,3049,"Salaheddine Mangnus",3049,"Salaheddine Mangnus"
1111,"Scott Collier",Scott,Collier,Australia,Sydney,Active,3386,"Tech Bar Audio Visual Support Agent",990,"Marketing Department",2853,"Tech Bar Audio Visual Support Agent",3081,"Robert Ellis",3081,"Robert Ellis"
1112,"Wei Kang",Wei,Kang,Australia,Melbourne,Active,1772,"Stakeholder Engagement Strategy Manager",987,"HR Department",2053,"Stakeholder Engagement Strategy Manager",3220,"Max McGlinn",3220,"Max McGlinn"
1113,"Samuel Harrison",Samuel,Harrison,France,Paris,Active,3388,"Senior Planning Analyst",1009,"Sales Department",3221,"Senior Planning Analyst",3127,"Deanna Lemire",3127,"Deanna Lemire"
1114,"Agnetha Konijnenberg",Agnetha,Konijnenberg,"United States","Los Angeles",Active,3840,"O/S Customer Service Consultant",1004,"Facilities Department",3370,"O/S Customer Service Consultant",4050,"Vy Nghiêm",4050,"Vy Nghiêm"
1115,"James Hyde",James,Hyde,Australia,Sydney,Active,1769,"IT Service Management Lead",987,"HR Department",2859,"IT Service Management Lead",4006,"Celest Paez",4006,"Celest Paez"
1116,"Yexalén Campos",Yexalén,Campos,"United States",Chicago,Active,2613,"Health Office - Frontline Support",996,"HR Department",1791,"Health Office - Frontline Support",3006,"John Medeiros",3006,"John Medeiros"
1117,"Dwight Flynn",Dwight,Flynn,"United States",Chicago,Active,3401,"Technology and Operational Risk Manager",996,"HR Department",2676,"Technology and Operational Risk Manager",3054,"Wang T'an",3054,"Wang T'an"
1118,"Sandra Parks",Sandra,Parks,Australia,Melbourne,Active,1771,"Contact Centre Platform Architect",987,"HR Department",3146,"Contact Centre Platform Architect",3109,"Ethan Thomson",3109,"Ethan Thomson"
1119,"Onelia Ruvalcaba",Onelia,Ruvalcaba,Australia,Sydney,Active,2196,"IT Graduate",988,"Finance Department",2966,"IT Graduate",3094,"Nghị Đào",3094,"Nghị Đào"
1120,"Xin Qian Fu","Xin Qian",Fu,Australia,Sydney,Active,2616,"DevOps Analyst",991,"Sales Department",3058,"DevOps Analyst",3103,"Alexis Bagley",3103,"Alexis Bagley"
1121,"Chyou T'an",Chyou,T'an,Australia,Sydney,Active,1884,"Snr Compliance Adviser",987,"HR Department",2598,"Snr Compliance Adviser",3047,"Sharon Mayes",3047,"Sharon Mayes"
1122,"Zara Saunders",Zara,Saunders,France,Paris,Active,3402,"Workforce Planner",1009,"Sales Department",563,"Workforce Planner",3195,"Annisa van Engen",3195,"Annisa van Engen"
1123,"Muhammad North",Muhammad,North,Australia,Sydney,Active,1773,"Network Coord Ancillary",987,"HR Department",2167,"Network Coord Ancillary",3021,"Bart Bekers",3021,"Bart Bekers"
1124,"Dingenus Butt",Dingenus,Butt,France,Paris,Active,3960,"Customer Retention Consultant",1011,"Research and Development Department",624,"Customer Retention Consultant",4052,"Lin Yao Lin",4052,"Lin Yao Lin"
1125,"Luca Behan",Luca,Behan,Australia,Sydney,Active,3390,"Hospital Contract & Relationsh",990,"Marketing Department",2214,"Hospital Contract & Relationsh",3028,"Ronan Vlasblom",3028,"Ronan Vlasblom"
1126,"Jaime van Dreumel",Jaime,"van Dreumel",Australia,Melbourne,Active,3843,"Care Coordinator",989,"Project Management Office",1812,"Care Coordinator",4061,"Sacha van Duinen",4061,"Sacha van Duinen"
1127,"Dương Vũ",Dương,Vũ,"United States","Los Angeles",Active,3146,"Phone Channel Sales Consultant",996,"HR Department",613,"Phone Channel Sales Consultant",4051,"Lydia Holloway",4051,"Lydia Holloway"
1128,"Natasha Dale",Natasha,Dale,France,Paris,Active,1450,"Enterprise Change Manager",1005,"HR Department",2783,"Enterprise Change Manager",3075,"Rebecca Faulkner",3075,"Rebecca Faulkner"
1129,"Túy Thạch",Túy,Thạch,Australia,Melbourne,Active,3142,"Junior Analyst - Information Management",995,"Facilities Department",2887,"Junior Analyst - Information Management",4008,"Erica Sloot",4008,"Erica Sloot"
1130,"Bethany Moss",Bethany,Moss,France,Paris,Active,1613,"Environment Manager",1005,"HR Department",2780,"Environment Manager",3074,"Shen Mao",3074,"Shen Mao"
1131,"Dean Bourchier",Dean,Bourchier,"United States","Los Angeles",Active,1016,"Diversity & Inclusion Talent Acquisition Lead",996,"HR Department",435,"Diversity & Inclusion Talent Acquisition Lead",3155,"Daisy Castillo",3155,"Daisy Castillo"
1132,"Juven Carreón",Juven,Carreón,"United States","Los Angeles",Active,3143,"Investigations Analyst",996,"HR Department",2181,"Investigations Analyst",3022,"Lucas Bateson",3022,"Lucas Bateson"
1133,"Kuan-Yin Ts'ai",Kuan-Yin,Ts'ai,Australia,Melbourne,Active,1145,"Acting Clinical Manager",987,"HR Department",2481,"Acting Clinical Manager",3990,"Cẩn Đỗ",3990,"Cẩn Đỗ"
1134,"Sheng Yen",Sheng,Yen,Australia,Melbourne,Active,1451,Designer,987,"HR Department",1407,Designer,4017,"Hollie Potter",4017,"Hollie Potter"
1135,"Herman Flynn",Herman,Flynn,Australia,Melbourne,Active,2619,"Registered Nurse",991,"Sales Department",1871,"Registered Nurse",3222,"Kang Chuang",3222,"Kang Chuang"
1136,"On Kê",On,Kê,"United States","Los Angeles",Active,1459,"Senior Executive Medibank Health Strategy",996,"HR Department",1796,"Senior Executive Medibank Health Strategy",3007,"John Hooke",3007,"John Hooke"
1137,"Levi D'Arcy",Levi,D'Arcy,France,Paris,Active,1452,"Marketing Automation Specialist",1005,"HR Department",1155,"Marketing Automation Specialist",3213,"Karwan Luijendijk",3213,"Karwan Luijendijk"
1138,"Cemile Bartelds",Cemile,Bartelds,Australia,Melbourne,Active,1453,"Contact Centre Platform Architect",987,"HR Department",3146,"Contact Centre Platform Architect",3109,"Ethan Thomson",3109,"Ethan Thomson"
1139,"Stella Muntz",Stella,Muntz,Australia,Sydney,Active,2620,"Business Development Lead",991,"Sales Department",2582,"Business Development Lead",3994,"Carla Scheffler",3994,"Carla Scheffler"
1140,"Daniele Tijerina",Daniele,Tijerina,"United States","Los Angeles",Active,1146,"Stakeholder Engagement Strategy Manager",996,"HR Department",2053,"Stakeholder Engagement Strategy Manager",3220,"Max McGlinn",3220,"Max McGlinn"
1141,"Lana Burgos",Lana,Burgos,"United States","Los Angeles",Active,1460,"Facilitator Prof. Development",996,"HR Department",366,"Facilitator Prof. Development",3150,"Shi Chiu",3150,"Shi Chiu"
1142,"Celinda Guerrero",Celinda,Guerrero,"United States",Chicago,Active,1454,"Head of Corporate Development",996,"HR Department",1794,"Head of Corporate Development",3007,"John Hooke",3007,"John Hooke"
1143,"Đoàn Hà",Đoàn,Hà,Australia,Sydney,Active,1455,"Senior Executive Customer & Commercial Excellence",987,"HR Department",1461,"Senior Executive Customer & Commercial Excellence",3110,"Li Na Hsiao",3110,"Li Na Hsiao"
1144,"Jie Sun",Jie,Sun,"United States",Chicago,Active,4006,"Customer Retention Consultant",999,"Marketing Department",624,"Customer Retention Consultant",4052,"Lin Yao Lin",4052,"Lin Yao Lin"
1145,"Ryan Meares",Ryan,Meares,Australia,Melbourne,Active,1147,"Market Insights Manager",987,"HR Department",1795,"Market Insights Manager",3007,"John Hooke",3007,"John Hooke"
1146,"Aaron Andrews",Aaron,Andrews,France,Paris,Active,3147,"IT Cust Serv Technician",1008,"Marketing Department",2846,"IT Cust Serv Technician",3081,"Robert Ellis",3081,"Robert Ellis"
1147,"Ánh Bùi",Ánh,Bùi,Australia,Sydney,Active,3144,"Performance Coach - Customer Channels",995,"Facilities Department",555,"Performance Coach - Customer Channels",3194,"Lee Diaz",3194,"Lee Diaz"
